ServiceApprovalNumber,"Provider Approval Number",ServiceName,ProviderLegalName,ServiceType,ServiceAddress,Suburb,State,Postcode,Phone,Fax,"Conditions on Approval",NumberOfApprovedPlaces,ServiceApprovalGrantedDate,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,RatingsIssued,PreviousQualityArea1Rating,PreviousQualityArea2Rating,PreviousQualityArea3Rating,PreviousQualityArea4Rating,PreviousQualityArea5Rating,PreviousQualityArea6Rating,PreviousQualityArea7Rating,PreviousOverallRating,PreviousRatingsIssued,"Last Service Approval Transfer Date","Last Visit Date","Long Day Care","Preschool/Kindergarten - Part of a School","Preschool/Kindergarten - Stand alone","Outside school Hours Care - After School","Outside school Hours Care - Before School","Outside school Hours Care - Vacation Care",Other,"Annual Monday Start Time","Annual Monday End Time","Annual Tuesday Start Time","Annual Tuesday End Time","Annual Wednesday Start Time","Annual Wednesday End Time","Annual Thursday Start Time","Annual Thursday End Time","Annual Friday Start Time","Annual Friday End Time","Annual Saturday Start Time","Annual Saturday End Time","Annual Sunday Start Time","Annual Sunday End Time","School Terms Only Session 1 Monday Start Time","School Terms Only Session 1 Monday End Time","School Terms Only Session 1 Tuesday Start Time","School Terms Only Session 1 Tuesday End Time","School Terms Only Session1 Wednesday Start Time","School Terms Only Session1 Wednesday End Time","School Terms Only Session1 Thursday Start Time","School Terms Only Session1 Thursday End Time","School Terms Only Session 1 Friday Start Time","School Terms Only Session 1 Friday End Time","School Terms Only Session 1 Saturday Start Time","School Terms Only Session 1 Saturday End Time","School Terms Only Session1 Sunday Start Time","School Terms Only Session 1 Sunday End Time","School Terms Only Session 2 Monday Start Time","School Terms Only Session 2 Monday End Time","School Terms Only Session 2 Tuesday Start Time","School Terms Only Session 2 Tuesday End Time","School Terms Only Session 2 Wednesday Start Time","School Terms Only Session 2 Wednesday End Time","School Terms Only Session 2 Thursday Start Time","School Terms Only Session2 Thursday End Time","School Terms Only Session 2 Friday Start Time","School Terms Only Session 2 Friday End Time","School Terms Only Session 2 Saturday Start Time","School Terms Only Session 2 Saturday End Time","School Terms Only Session 2 Sunday Start Time","School Terms Only Session 2 Sunday End Time","Holiday Care Monday Start Time","Holiday Care Monday End Time","Holiday Care Tuesday Start Time","Holiday Care Tuesday End Time","Holiday Care Wednesday Start Time","Holiday Care Wednesday End Time","Holiday Care Thursday Start Time","Holiday Care Thursday End Time","Holiday Care Friday Start Time","Holiday Care Friday End Time","Holiday Care Saturday Start Time","Holiday Care Saturday End Time","Holiday Care Sunday Start Time","Holiday Care Sunday End Time","Temporarily Closed"
SE-00001194,PR-00000805,"Northside Christian College After School/Vacation Care","Northside Christian College (Qld) Ltd","Centre-Based Care","151 Flockton Street","EVERTON PARK",QLD,4053,0733537340,,"This service is approved to provide education and care to children from over preschool age including school children.",90,21/11/2009,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Nov 2025","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Sep 2018",,"November 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,06:30,08:30,06:30,08:30,06:30,08:30,06:30,08:30,06:30,08:30,,,,,14:45,18:00,14:45,18:00,14:45,18:00,14:45,18:00,14:45,18:00,,,,,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,No
SE-00001195,PR-00000536,"Raceview State School P&C Association Outside School Hours Care","Raceview State School P & C Association","Centre-Based Care","Raceview State School, 98 Wildey Street",RACEVIEW,QLD,4305,0733898454,0733898454,"This service is approved to provide education and care to children from over preschool age, including school children.",60,15/08/2011,"Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Apr 2025","Working Towards NQS","Working Towards NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Working Towards NQS","May 2020",,"August 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,14:50,18:00,14:50,18:00,14:50,18:00,14:50,18:00,14:50,18:00,,,,,06:30,08:45,06:30,08:45,06:30,08:45,06:30,08:45,06:30,08:45,,,,,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,,,,,No
SE-00001198,PR-40002234,"TeamKids - Rivermount College","TEAM HOLIDAY PTY LTD","Centre-Based Care","Rivermount Drive",YATALA,QLD,4207,1300035000,,"This service is approved to provide education and care to children before school care, after school and during school holidays. This service is approved to provide education and care to children from 42 months up to and including school children. ",100,11/03/2010,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Apr 2021","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Sep 2018",08/04/2019,"September 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,06:00,09:00,06:00,09:00,06:00,09:00,06:00,09:00,06:00,09:00,,,,,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,,,,,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,,,,,No
SE-00001199,PR-40023510,"Saint Stephen's College- VillageOSHC","VillageOSHC Pty Ltd","Centre-Based Care","St Stephen's College, Reserve Road","UPPER COOMERA",QLD,4210,0755738647,,"This service is approved to  provide education and care to children after school and during school holidays only. This service is approved to provided education and care to children from over preschool age including school children.",120,09/09/2009,"Working Towards NQS","Working Towards NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Working Towards NQS","Nov 2025","Working Towards NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Working Towards NQS","Jan 2023",03/04/2023,"October 2025",No,No,No,Yes,No,Yes,No,,,,,,,,,,,,,,,14:45,18:00,14:45,18:00,14:45,18:00,14:45,18:00,14:45,18:00,,,,,,,,,,,,,,,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,No
SE-00001200,PR-00000778,"Silkstone Outside School Hours Care","Silkstone State School Parents and Citizens Association","Centre-Based Care","Molloy Street",SILKSTONE,QLD,4304,0734372181,,"This service is approved to provide education and care to children from over preschool age, including school children.",135,07/09/2011,"Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Nov 2022","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Oct 2015",,"October 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,06:15,09:00,06:15,09:00,06:15,09:00,06:15,09:00,06:15,09:00,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,06:15,18:00,06:15,18:00,06:15,18:00,06:15,18:00,06:15,18:00,06:15,18:00,06:15,18:00,No
SE-00001201,PR-00002530,"Silkwood School OSHC- Extend","Extend (Australia) Pty Ltd","Centre-Based Care","39 Shepherd Hill Lane","MT NATHAN",QLD,4211,1300366437,,"This service is approved to provide education and care to children over preschool age up to and including school children, after school and during school holidays.",60,23/10/2009,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Mar 2023","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Nov 2015",28/01/2025,"November 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,,,,,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,,,,,No
SE-00001202,PR-00000697,"St Andrews Lutheran College Outside School Hours Care","Lutheran Church of Australia Queensland District","Centre-Based Care","175 Tallebudgera Creek Road",TALLEBUDGERA,QLD,4228,0755685962,0755348439,"The service is approved to provide education and care to a maximum of:
•	75 children from over preschool age up to and including school children, before school; 
•	75 children from over preschool age up to and including school children, after school;  
•	90 children from over preschool age up to and including school children, during school holidays. This service is approved to provide education and care to children from over preschool age, including school children.",90,08/02/2011,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Apr 2023","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jan 2016",,"July 2025",No,No,No,Yes,No,Yes,No,,,,,,,,,,,,,,,14:55,18:00,14:55,18:00,14:55,18:00,14:55,18:00,14:55,18:00,,,,,,,,,,,,,,,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,No
SE-00001203,PR-00000697,"St Paul's Lutheran Outside School Hours Care","Lutheran Church of Australia Queensland District","Centre-Based Care","55 Smiths Road",CABOOLTURE,QLD,4510,0754280322,,"This service is approved to provide education and care to children from over preschool age including school children.",75,17/07/2009,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Oct 2019","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jan 2015",,"November 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,06:30,08:30,06:30,08:30,06:30,08:30,06:30,08:30,06:30,08:30,,,,,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,,,,,No
SE-00001204,PR-00000697,"St Peters Lutheran College Outside School Hours Care","Lutheran Church of Australia Queensland District","Centre-Based Care"," Lambert Road",INDOOROOPILLY,QLD,4068,"07 3377 6533",0733776257,"This service is approved to provide education and care to children from over preschool age including school children.",95,05/10/2009,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jan 2025","Exceeding NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Apr 2017",,"December 2024",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,07:00,08:15,07:00,08:15,07:00,08:15,07:00,08:15,07:00,08:15,,,,,14:45,18:00,14:45,18:00,14:45,18:00,14:45,18:00,14:45,18:00,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,No
SE-00001205,PR-00000702,"St Rita's Outside School Hours Care","Corporation of the Trustees of the Roman Catholic Archdiocese of Brisbane - Centacare Administration Services","Centre-Based Care","Benfer Road","VICTORIA POINT",QLD,4165,0477550700,,"An approved alternative solution relating to Performance Criteria P18 Accessibility within SP5.4 - Child Care Centres of the Queensland Development Code (with a publication date of 16 November 2007) applies to this service. This service is approved to provide education and care to children from over preschool age, including school children.",75,28/03/2011,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","May 2025","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Nov 2018",26/01/2013,"September 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,06:30,08:30,06:30,08:30,06:30,08:30,06:30,08:30,06:30,08:30,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,,,,,No
SE-00001206,PR-00000676,"Toowoomba North State School Outside School Hours Care","Toowoomba North State School P & C Assoc","Centre-Based Care","Cnr Taylor & Mort Street",TOOWOOMBA,QLD,4350,0746178313,0746178300,"This service may provide education and care after school and during school holidays only. This service is approved to provide education and care to children from over preschool age, including school children.",35,06/06/2009,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Oct 2025","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Nov 2018",,"September 2025",No,No,No,Yes,No,Yes,No,,,,,,,,,,,,,,,14:30,18:00,14:30,18:00,14:30,18:00,14:30,18:00,14:30,18:00,,,,,,,,,,,,,,,,,,,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,,,,,No
SE-00001207,PR-00000513,"Whitsunday Anglican School Before & After School  Care","Whitsunday Anglican School Limited","Centre-Based Care","Celeber Drive",BEACONSFIELD,QLD,4740,0749692052,0749692001,"This service is approved to provide education and care to children from over preschool age, including school children. The service is approved to provide education and care to a maximum of:
  - 30 children from over preschool age up to and including school children, before school;
  - 30 children from over preschool age up to and including school children, after school; and 
  - 45 children from over preschool age up to and including school children, during school holidays.  ",45,10/11/2010,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","May 2020","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Nov 2014",,"April 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,07:30,08:00,07:30,08:00,07:30,08:00,07:30,08:00,07:30,08:00,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,,,,,No
SE-00001208,PR-00000583,"The Willows State School Outside School Hours Care","The Willows Primary P&C Association","Centre-Based Care","Cnr Bilberry St And, Sandstone Drive",KIRWAN,QLD,4817,0747237748,0747237748,"This service is approved to provide education and care to children from over preschool age, including school children.",150,22/12/2009,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Sep 2025","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Mar 2020",,"August 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,06:00,09:00,06:00,09:00,06:00,09:00,06:00,09:00,06:00,09:00,,,,,02:55,18:00,02:55,18:00,02:55,18:00,02:55,18:00,02:55,18:00,,,,,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,,,,,No
SE-40029639,PR-40024256,"The Cubby House Community Family Day Care","THE CUBBY HOUSE COMMUNITY PTY LTD","Family Day Care","89 Middle St",CHINCHILLA,QLD,4413,0476232139,,"In accordance with regulation 123A(1) of the Education and Care Services National Regulations, the approved provider must employ or engage one full-time equivalent family day care co-ordinator for every 15 family day care educators engaged by or registered with the family day care service for the first twelve (12) months of operation. The approved provider must not engage or register more then 15 family day care educators with the service. The approved provider must only engage or register educators with the family day care service who provide education and care in the Western Downs local government area.",,02/04/2024,,,,,,,,,,,,,,,,,,,,"December 2025",No,No,No,No,No,No,No,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,No
SE-40029690,PR-40026679,"Harmony Early Education Griffin","HARMONY GRIFFIN PTY LTD","Centre-Based Care","268 BRAYS ROAD",GRIFFIN,QLD,4503,0736060231,,"This service is approved to provide education and care to children from birth up to and including over preschool age, not including school children It is a condition of the service waiver that the approved provider must utilise 29.7m² of covered space in play area 2, to satisfy part of the unencumbered outdoor space requirements It is a condition of the service waiver that an adequate amount of healthy live plants in a variety of species and sizes is maintained at all times in the alternative space, ensuring children are afforded opportunities to explore and experience the natural environment",83,21/10/2024,,,,,,,,,,,,,,,,,,,,"October 2025",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40029692,PR-40026678,"Harmony Early Education Burleigh Heads","Harmony Burleigh Heads PTY LTD","Centre-Based Care","1860 Gold Coast Hwy","BURLEIGH HEADS",QLD,4220,0755516747,,"It is a condition of the service waiver that the approved provider must utilise 125.50m² of covered space on the ground floor, to satisfy part of the unencumbered outdoor space requirements. It is a condition of the service waiver that the approved provider must utilise 226.20m² of covered space on the first floor, to satisfy part of the unencumbered outdoor space requirements. It is a condition of the service waiver that the approved provider must utilise 160.7m² of covered space on the second floor, to satisfy part of the unencumbered outdoor space requirements. This service is approved to provide education and care to children from birth up to and including over preschool age, not including school children. The approved provider must ensure that the mirrors and CCTV cameras and monitors installed at the service are constantly maintained and operational. This is to ensure the facilitation of adequate supervision of children at all times they are being educated and cared for at the service, having regard to the need to maintain the rights and dignity of the children, as required under regulation 115 of the Education and Care Services National Regulations. As part of the requirement to conduct three (3) monthly emergency and evacuation procedures rehearsals in accordance with regulation 97(3) of the Education and Care Services National Regulations the approved provider must, from the date of the initial service approval, engage an appropriate expert in emergency procedures, a fire safety advisor or fire safety engineer to observe and report on one rehearsal (including any proposed actions to improve evacuation procedures) within the first three months of the service’s operation, and then at least annually thereafter. A copy of the initial (within three (3) months) and the annual evacuation outcome report, including any recommendations for actioning, is to be supplied to the Regional Office of the Regulatory Authority in which the service is located within seven (7) days upon receipt of the report by the approved provider. Education and care is only to be provided to non-ambulant children on the ground floor of the education and care service premises.",111,22/08/2024,,,,,,,,,,,,,,,,,,,,"August 2025",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40029696,PR-00000823,"Guardian Childcare & Education Bellbowrie","Guardian Community Early Learning Centres Pty Ltd","Centre-Based Care","117 Kangaroo Gully Rd",BELLBOWRIE,QLD,4070,0730597090,,"The approved provider must ensure that the mirrors installed at the service are constantly maintained and operational. This is to ensure the facilitation of adequate supervision of children at all times they are being educated and cared for at the service, having regard to the need to maintain the rights and dignity of the children, as required under regulation 115 of the Education and Care Services National Regulations. This service is approved to provide education and care to children from birth up to and including over preschool age, not including school children.",83,14/05/2024,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Sep 2025",,,,,,,,,,,"August 2025",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40029727,PR-40016455,"St Patrick's Outside School Hours Care, St George","The Corporation of the Roman Catholic Diocese of Toowoomba - Early Learning & Care","Centre-Based Care","36 Balonne Street","ST GEORGE",QLD,4487,0429449772,,"This service is approved to provide education and care to children over preschool age up to and including school children, before school, after school and during school holidays. ",45,12/03/2024,"Meeting NQS","Meeting NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Jan 2025",,,,,,,,,,,"September 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,,,,,No
SE-40029811,PR-40024510,"Eden Academy Thornlands","SCGG Operations Pty Ltd as Trustee for SCGG Operations Unit Trust","Centre-Based Care","13 & 15 Ziegenfusz Road",THORNLANDS,QLD,4164,0736060255,,"This service is approved to provide education and care to children from birth up to and including over preschool age, not including school children.  The approved provider must ensure that the mirrors and/or CCTV cameras and monitors installed at the service are constantly maintained and operational. This is to ensure the facilitation of adequate supervision of children at all times they are being educated and cared for at the service, having regard to the need to maintain the rights and dignity of the children, as required under regulation 115 of the Education and Care Services National Regulation.",98,14/06/2024,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Aug 2025",,,,,,,,,,,"October 2025",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40029819,PR-40016455,"Our Lady of the Southern Cross Outside School Hours Care, Dalby","The Corporation of the Roman Catholic Diocese of Toowoomba - Early Learning & Care","Centre-Based Care","2 Nicholson Street",DALBY,QLD,4405,0428518410,,"This service is approved to provide education and care to children over preschool age up to and including school children, before school, after school and during school holidays.",80,22/03/2024,"Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Working Towards NQS","Aug 2025",,,,,,,,,,,"July 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,06:30,08:30,06:30,08:30,06:30,08:30,06:30,08:30,06:30,08:30,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,,,,,No
SE-40029825,PR-40036351,"Children First Early Education Fairfield","Imagine Education Early Learning Centres No. 35 Pty Ltd ATF Imagine Education Early Learning Centres Early Learning Centres No. 35","Centre-Based Care","2-30 Lakeside Drive",IDALIA,QLD,4811,0744530580,,"The approved provider must ensure that the supervision mirrors installed at the service are constantly maintained and operational. This is to ensure the facilitation of adequate supervision of children at all times they are being educated and cared for at the service, having regard to the need to maintain the rights and dignity of the children as required under regulation 115 of the Education and Care Services National Regulations. This service is approved to provide education and care to children from birth up to and including over preschool age, including school children. This service is approved to provide education and care to a maximum of 15 school children at any one time.",112,03/07/2024,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Oct 2025",,,,,,,,,,,"September 2025",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40029834,PR-40000259,"Kogan State School Kindergarten","State of Queensland (Acting through Department of Education)","Centre-Based Care","High Street",KOGAN,QLD,4406,0746681721,,"This service is approved to provide education and care to children from 42 months up to and including preschool age  The service is not approved to provide education and care to school children This service is a centre-based service that delivers a preschool program in a school in a class or classes where a full-time education program is also being delivered to school children (composite class) (regulation 248 of the Education and Care Services National Regulations) At all times that education and care is being provided under this service approval, there must not be less than 3.25 square metres of unencumbered indoor space and 7 square metres of unencumbered outdoor play space per child attending the premises (including the school children sharing the facilities) with the total number of children not exceeding 32 Regulations 104, 114, 115, 123 and 126 (including any provisions that apply in place of regulations 123 and 126 of the Education and Care Services National Regulations) do not apply to this service (regulation 239 of the Education and Care Services National Regulations).",10,23/02/2024,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Sep 2025",,,,,,,,,,,"August 2025",No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,09:00,15:00,09:00,15:00,,,,,,,,,,,09:00,15:00,09:00,15:00,09:00,15:00,,,,,,,,,,,,,,,,,,,,,,,No
SE-40029981,PR-40031100,"Perfect Beginnings Montessori Children's House Holland Park","MONACO ST CHILDCARE PTY LTD","Centre-Based Care","20 Monaco St","HOLLAND PARK WEST",QLD,4121,0721033900,,"It is a condition of the service waiver that the approved provider must ensure that an adequate amount of healthy, live plants in a variety of species and sizes is maintained at all times in the alternative space of the service premises, ensuring children are afforded opportunities to explore and experience the natural environment. The approved provider must ensure that the mirrors, CCTV cameras and monitors installed at the service are constantly maintained and operational. This is to ensure the facilitation of adequate supervision of children at all times they are being educated and cared for at the service, having regard to the need to maintain the rights and dignity of the children, as required under regulation 115 of the Education and Care Services National Regulations. This service is approved to provide education and care to children from birth, up to and including over preschool age, not including school children. It is a condition of the service waiver that the approved provider must utilise 67.6 m² of covered alternative space on the ground level to satisfy part of the unencumbered outdoor space requirements.",75,26/07/2024,"Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Oct 2025",,,,,,,,,,,"October 2025",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40030061,PR-40029334,"Kidz Mob Childers","C.L RENOUF & C.S RENOUF","Centre-Based Care","Mungomery Street",CHILDERS,QLD,4660,,,"This service is approved to provide education and care to children over preschool age up to and including school children, before school, after school and during school holidays.  In addition to the prescribed information required to be displayed under section 172 of the Education and Care Services National Law and regulation 173 of the Education and Care Services National Regulations, the approved provider must display a map which clearly identifies the indoor and outdoor spaces on the school site approved by the school for use by the education and care service. This map is to be positioned so that it is clearly visible to anyone from the main entrance to the education and care service premises.",60,02/04/2024,,,,,,,,,,,,,,,,,,,,"December 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,06:00,08:30,06:00,08:30,06:00,08:30,06:00,08:30,06:00,08:30,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,,,,,No
SE-40030087,PR-40037101,"Happy Hearts Childcare Centre and Kindergarten Beerwah","HH BEERWAH PTY LTD","Centre-Based Care","8 Turner Street",BEERWAH,QLD,4519,"(07) 21127822",,"This service is approved to provide education and care to children from birth up to and including over preschool age, not including school children. The approved provider must ensure that the mirrors and CCTV cameras and monitors installed at the service are constantly maintained and operational. This is to ensure the facilitation of adequate supervision of children at all times they are being educated and cared for at the service, having regard to the need to maintain the rights and dignity of the children, as required under regulation 115 of the Education and Care Services National Regulations.",104,02/08/2024,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Dec 2025",,,,,,,,,,,"November 2025",Yes,No,No,No,No,No,No,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40030150,PR-40036987,"Happy Hearts Child Care Centre and Kindergarten Warner","HH WARNER PTY LTD","Centre-Based Care","54 Warner Road",WARNER,QLD,4500,"07 3184 3599",,"The space identified as Outdoor Space 05 is not to be utilised for education and care and must only be accessed by children for the purposes of emergency and evacuation. This service is approved to provide education and care to children from birth up to and including over preschool age, not including school children. The approved provider must ensure that the mirrors and CCTV cameras and monitors installed at the service are constantly maintained and operational. This is to ensure the facilitation of adequate supervision of children at all times they are being educated and cared for at the service, having regard to the need to maintain the rights and dignity of the children, as required under regulation 115 of the Education and Care Services National Regulations.",142,16/10/2024,,,,,,,,,,,,,,,,,,,,"October 2025",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
