ServiceApprovalNumber,"Provider Approval Number",ServiceName,ProviderLegalName,ServiceType,ServiceAddress,Suburb,State,Postcode,Phone,Fax,"Conditions on Approval",NumberOfApprovedPlaces,ServiceApprovalGrantedDate,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,RatingsIssued,PreviousQualityArea1Rating,PreviousQualityArea2Rating,PreviousQualityArea3Rating,PreviousQualityArea4Rating,PreviousQualityArea5Rating,PreviousQualityArea6Rating,PreviousQualityArea7Rating,PreviousOverallRating,PreviousRatingsIssued,"Last Service Approval Transfer Date","Last Visit Date","Long Day Care","Preschool/Kindergarten - Part of a School","Preschool/Kindergarten - Stand alone","Outside school Hours Care - After School","Outside school Hours Care - Before School","Outside school Hours Care - Vacation Care",Other,"Annual Monday Start Time","Annual Monday End Time","Annual Tuesday Start Time","Annual Tuesday End Time","Annual Wednesday Start Time","Annual Wednesday End Time","Annual Thursday Start Time","Annual Thursday End Time","Annual Friday Start Time","Annual Friday End Time","Annual Saturday Start Time","Annual Saturday End Time","Annual Sunday Start Time","Annual Sunday End Time","School Terms Only Session 1 Monday Start Time","School Terms Only Session 1 Monday End Time","School Terms Only Session 1 Tuesday Start Time","School Terms Only Session 1 Tuesday End Time","School Terms Only Session1 Wednesday Start Time","School Terms Only Session1 Wednesday End Time","School Terms Only Session1 Thursday Start Time","School Terms Only Session1 Thursday End Time","School Terms Only Session 1 Friday Start Time","School Terms Only Session 1 Friday End Time","School Terms Only Session 1 Saturday Start Time","School Terms Only Session 1 Saturday End Time","School Terms Only Session1 Sunday Start Time","School Terms Only Session 1 Sunday End Time","School Terms Only Session 2 Monday Start Time","School Terms Only Session 2 Monday End Time","School Terms Only Session 2 Tuesday Start Time","School Terms Only Session 2 Tuesday End Time","School Terms Only Session 2 Wednesday Start Time","School Terms Only Session 2 Wednesday End Time","School Terms Only Session 2 Thursday Start Time","School Terms Only Session2 Thursday End Time","School Terms Only Session 2 Friday Start Time","School Terms Only Session 2 Friday End Time","School Terms Only Session 2 Saturday Start Time","School Terms Only Session 2 Saturday End Time","School Terms Only Session 2 Sunday Start Time","School Terms Only Session 2 Sunday End Time","Holiday Care Monday Start Time","Holiday Care Monday End Time","Holiday Care Tuesday Start Time","Holiday Care Tuesday End Time","Holiday Care Wednesday Start Time","Holiday Care Wednesday End Time","Holiday Care Thursday Start Time","Holiday Care Thursday End Time","Holiday Care Friday Start Time","Holiday Care Friday End Time","Holiday Care Saturday Start Time","Holiday Care Saturday End Time","Holiday Care Sunday Start Time","Holiday Care Sunday End Time","Temporarily Closed"
SE-40005812,PR-40000573,"Seagrass Early Learning","Alyangula Daycare Incorporated","Centre-Based Care","Cnr Ayawurra Crescent and Flinders Street",ALYANGULA,NT,0885,0889877030,,"For this waiver to apply, the approved provider must ensure that each room has at least one educator that holds or is actively working towards an approved diploma level education and care qualification at all times children are educated and cared for by the service.",58,07/01/2016,"Working Towards NQS","Working Towards NQS","Meeting NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Sep 2023","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Feb 2019",,"October 2025",Yes,No,No,No,No,No,No,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00017596,PR-40012633,"Congress Child Care Todd Street","CENTRAL AUSTRALIAN ABORIGINAL CONGRESS ABORIGINAL CORPORATION","Centre-Based Care","21 TODD ST","ALICE SPRINGS",NT,0870,0889514499,,,37,18/11/2025,,,,,,,,,,,,,,,,,,,,"November 2025",Yes,No,No,No,No,No,No,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00013312,PR-00007051,"Jingili OSHC and Vacation Care","Ms Tamina McLennan","Centre-Based Care","Jingili Primary School, 17 Rindberg Street",JINGILI,NT,0810,"0401076240 or 89927664",,"The approved provider must engage in communications with Jingili Primary School to determine how the absences of children are shared between services each day. On arrival to the service at the commencement of the session, the children must present in age groups to ensure all children are accounted for. The children must be grouped into separate rooms (up to 3 groups maximum) to support the needs of children and efficiency of this process. The service must utilise the assembly area as part of their indoor space, in that, the service is required to set up engaging activities and environments that simulate access to additional indoor space at all times the service is in operation. The maximum number of children that the service may educate and care for on any given day is 70 children The approved provider must not transport children other than the collection of preschool children from Jingili Preschool and excursions The approved provider must submit all transportation documentation in alignment with Regulation 102C, Regulation 102E and 102F to the Regulatory Authority within 48 hours of excursion completion, until the Regulatory Authority deems this condition can be removed.",70,25/03/2013,"Meeting NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Jul 2025","Working Towards NQS","Significant Improvement Required","Working Towards NQS","Working Towards NQS","Working Towards NQS","Working Towards NQS","Significant Improvement Required","Significant Improvement Required","Nov 2024",,"June 2025",No,No,No,Yes,Yes,Yes,No,14:35,17:30,14:35,17:30,14:35,17:30,14:35,17:30,14:35,17:30,,,,,,,,,,,,,,,,,,,14:45,17:30,14:45,17:30,14:45,17:30,14:45,17:30,14:45,17:30,,,,,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,,,,,No
SE-00002455,PR-00001275,"Durack Preschool","Department of Education and Training","Centre-Based Care","50 Woodlake Bvd",DURACK,NT,0830,"(08) 89 977555","(08) 8935 9260",,62,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jun 2025","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Dec 2019",,"April 2025",No,Yes,No,No,No,No,No,08:00,14:30,08:00,14:30,08:00,14:30,08:00,14:30,08:00,14:30,,,,,08:00,14:30,08:00,14:30,08:00,14:30,,,,,,,,,,,,,08:00,14:30,08:00,14:30,08:00,14:30,,,,,,,,,,,,,,,,,,,No
SE-00002456,PR-40001112,"Milestones Early Learning Darwin City","Affinity Education Group Pty Limited","Centre-Based Care","34 Daly St","DARWIN ",NT,0800,0889817171,,,73,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jan 2021","Meeting NQS","Meeting NQS","Working Towards NQS","Meeting NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Sep 2018",16/12/2013,"August 2025",Yes,No,No,No,No,No,No,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00002457,PR-40001112,"Milestones Early Learning Leanyer","Affinity Education Group Pty Limited","Centre-Based Care","1 Baroalba Street",LEANYER,NT,0812,"08 89 274 738",,,30,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","May 2023","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Jul 2022",16/12/2013,"July 2025",Yes,No,No,No,No,No,No,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00002458,PR-40001112,"Milestones Early Learning Wagaman","Affinity Education Group Pty Limited","Centre-Based Care","29 Wagaman Terrace",WAGAMAN,NT,0810,0889450411,,,53,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jul 2025","Working Towards NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Jul 2024",16/12/2013,"July 2025",Yes,No,No,No,No,No,No,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00002462,PR-00001252,"Gap Community Child Care Centre","Gap Community Childcare Centre Inc","Centre-Based Care","17 Parke Crescent","ALICE SPRINGS",NT,0870,"08 8952 1092",,,76,01/01/2012,"Meeting NQS","Meeting NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Jan 2025","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Oct 2019",,"November 2025",Yes,No,No,No,No,No,No,7:00,17:45,7:00,17:45,7:00,17:45,7:00,17:45,7:00,17:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00002463,PR-00001275,"Gapuwiyak Preschool","Department of Education and Training","Centre-Based Care",Gapuwiyak,GAPUWIYAK,NT,0880,"(08) 8987 9122","(08) 8987 9109",,33,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","May 2023","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Oct 2018",,"December 2025",No,Yes,No,No,No,No,No,8:00,14:30,8:00,14:30,8:00,14:30,8:00,14:30,8:00,14:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00002464,PR-00001275,"Gillen Preschool","Department of Education and Training","Centre-Based Care","55 Milner Rd",GILLEN,NT,0870,"(08) 8952 2961","(08) 8952 2334",,56,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Dec 2022","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jun 2016",,"May 2025",No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,09:00,13:00,09:00,13:00,09:00,13:00,09:00,13:00,,,,,,,,,,,08:00,15:30,08:00,15:30,,,,,,,,,,,,,,,,,,,,,No
SE-00002465,PR-00001275,"Girraween Preschool","Department of Education and Training","Centre-Based Care","25 Carruth Rd",GIRRAWEEN,NT,0836,0889833300,"(08) 8983 4202","For the waiver for Regulation 126 to apply, the service must ensure that at no time during the provision of education and care is there more than one qualified educator fewer than the number required.",78,01/01/2012,"Meeting NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Oct 2025","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Jun 2019",,"September 2025",No,Yes,No,No,No,No,No,08:30,14:30,08:30,14:30,08:30,14:30,08:30,14:30,08:30,14:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00002467,PR-00001129,"Goodstart Early Learning Bakewell","Goodstart Early Learning Ltd","Centre-Based Care","3 Shearwater Drive",BAKEWELL,NT,0830,0889327337,,,60,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Nov 2023","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Oct 2018",,"March 2025",Yes,No,No,No,No,No,No,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00002468,PR-00001129,"Goodstart Early Learning Bees Creek","Goodstart Early Learning Ltd","Centre-Based Care","Cnr Bees Creek Road and Sattlers Crescent","BEES CREEK",NT,0822,"08 8983 1655",,,75,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Mar 2021","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Mar 2017",,"August 2025",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00002469,PR-00001129,"Goodstart Early Learning Berrimah","Goodstart Early Learning Ltd","Centre-Based Care","113 Boulter Road",BERRIMAH,NT,0828,0889843668,,,75,20/02/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Nov 2020","Working Towards NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Nov 2018",,"December 2025",Yes,No,No,No,No,No,No,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00002470,PR-00001129,"Goodstart Early Learning Darwin Airport","Goodstart Early Learning Ltd","Centre-Based Care","1 Charles Eaton Drive ","MARRARA ",NT,0812,0889479322,,,75,01/01/2012,"Meeting NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Nov 2024","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","May 2019",,"December 2025",Yes,No,No,No,No,No,No,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00002471,PR-00007095,"Kentish Early Learning Centre Moulden","Kentish Community Services Ltd.","Centre-Based Care","Lot 2440 Moulden Tce",MOULDEN,NT,0830,0879998050,,,79,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Oct 2021","Working Towards NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Working Towards NQS","Jun 2021",29/09/2018,"September 2025",Yes,No,No,No,No,No,Yes,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00002472,PR-00001129,"Goodstart Early Learning Nightcliff","Goodstart Early Learning Ltd","Centre-Based Care","159 Dick Ward Drive, Coconut Grove",NIGHTCLIFF,NT,0810,0889855622,,,75,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","May 2024","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Apr 2019",,"May 2025",Yes,No,No,No,No,No,No,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00002473,PR-00001129,"Goodstart Early Learning Palmerston","Goodstart Early Learning Ltd","Centre-Based Care","1 Hedley Place",DURACK,NT,0830,"08 8932 4533",,,82,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Dec 2022","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jul 2018",,"June 2025",Yes,No,No,No,No,No,No,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00002474,PR-00001129,"Goodstart Early Learning Stuart Park","Goodstart Early Learning Ltd","Centre-Based Care","2 Bishop Street ","STUART PARK ",NT,0820,"08 89 811 599",,,75,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Apr 2024","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Aug 2019",,"May 2025",Yes,No,No,No,No,No,No,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00002475,PR-00001129,"Goodstart Early Learning Moulden - Temple Terrace","Goodstart Early Learning Ltd","Centre-Based Care","Temple And Tamarind Tce  ",MOULDEN,NT,0830,0889327133,,,73,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Oct 2023","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Jul 2023",,"October 2025",Yes,No,No,No,No,No,No,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00002476,PR-00001129,"Goodstart Early Learning Tiwi","Goodstart Early Learning Ltd","Centre-Based Care","47 Tiwi Gardens Road",TIWI,NT,0812,"08 8945 5005",0889455064,,75,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Nov 2023","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Sep 2018",,"July 2025",Yes,No,No,No,No,No,No,06:45,18:00,06:45,18:00,06:45,18:00,06:45,18:00,06:45,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00002477,PR-00001255,"Gray Child Care Centre","Gray Child Care Centre Incorporated","Centre-Based Care","8 Victoria Drive",GRAY,NT,0830,89321012,89321761,,48,01/01/2012,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Sep 2021","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","May 2016",,"October 2025",Yes,No,No,No,No,No,No,0700,1730,0700,1730,0700,1730,0700,1730,0700,1730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00002478,PR-00001275,"Gray Preschool","Department of Education and Training","Centre-Based Care","22 Victoria Dr",GRAY,NT,0830,0889321700,0889321007,,88,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Oct 2022","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Nov 2017",,"September 2025",No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,08:00,14:30,08:00,14:30,08:00,12:00,,,,,,,,,,,,,08:00,12:00,08:00,14:30,08:00,14:30,,,,,,,,,,,,,,,,,,,No
SE-00002479,PR-40010010,"YMCA of the Northern Territory Grevillea Early Learning Centre","The Young Men's Christian Association of The Northern Territory Ltd","Centre-Based Care","36 Grevillea Drive","ALICE SPRINGS",NT,0871,0889523511,,,48,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Aug 2023","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Apr 2019",24/04/2017,"May 2025",Yes,No,No,No,No,No,No,0730,1730,0730,1730,0730,1730,0730,1730,0730,1730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00002483,PR-00010151,"Holy Spirit Community of Learners","Catholic Church Diocese of Darwin Education Property Trust","Centre-Based Care","Gsell Street",WANGURI,NT,0810,0889273411,0889279971,,45,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Feb 2022","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jul 2017",31/03/2025,"October 2025",Yes,No,No,No,No,No,No,07:00,17:30,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00002484,PR-40017150,"Creative Kids Childcare Howard Springs","ABH Investments Pty Ltd ATF OHL Family Trust","Centre-Based Care","290 Whitewood Rd","HOWARD SPRINGS",NT,0835,"08 8983 2000",0889832000,,90,01/01/2012,"Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Nov 2025","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","May 2024",26/09/2019,"October 2025",Yes,No,No,No,No,No,No,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00002485,PR-00001275,"Howard Springs Preschool","Department of Education and Training","Centre-Based Care","295 Whitewood Rd","HOWARD SPRINGS",NT,0835,"(08) 8983 0000","(08) 8983 1834",,29,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","May 2023","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Nov 2022",,"August 2025",No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,08:30,14:50,08:30,14:50,08:30,12:20,,,,,,,,,,,,,08:30,12:20,08:30,14:50,08:30,14:50,,,,,,,,,,,,,,,,,,,No
SE-00002486,PR-00001259,"Humpty Doo Community And Child Care Centre","Humpty Doo Community & Child Care Centre Inc","Centre-Based Care","Lot 1826 Challenor Circuit","HUMPTY DOO",NT,0835,0889881003,,"Condition 5 - A diploma qualified educator must be in the preschool room and work closely with the ECT who must oversee the program. Condition 1 –The maximum approved number of children must not exceed 72 on any given day. 
The break-up of these numbers across rooms it to support the building of quality practice, and must not exceed the below:
o	Possum: 12 children (51.9 m2)
o	Frillies: 14 children (49.7 m2)
o	Green Ants: 12 children (38.7 m2) 
o	Bull Ants: 10 children (24.3 m2) 
o	Fire Ants: 8 children (22.3 m2) 
o	Preschool: 16 children (57.8 m2) Condition 2 – The service must continue to provide indoor access to children in the Fire Ants room through the utilisation of the Office 1 space. Condition 3 - The service must consider how the use and set up of the indoor and outdoor spaces ensures all children have access to genuine indoor and outdoor space as and when required. Including through the provision of adequate resources. This access must be maintained and considered at all times of the day. Condition 4 – The approved provider must provide the regulatory authority a plan or similar, that demonstrates how they will ensure all educators will be aware of the ways in which the indoor space must be used, and the requirements for children to access both indoor and outdoor play, often simultaneously to meet the requirements of the National Quality Standards.",72,01/01/2012,"Working Towards NQS","Working Towards NQS","Working Towards NQS","Meeting NQS","Working Towards NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Jan 2025","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Nov 2020",,"November 2025",Yes,No,No,No,No,No,No,0700,1800,0700,1800,0700,1800,0700,1800,0700,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00002487,PR-00001275,"Humpty Doo Preschool","Department of Education and Training","Centre-Based Care","50 Freds Pass Rd","HUMPTY DOO",NT,0836,0879230400,,,45,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Apr 2024","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Nov 2019",,"August 2025",No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,08:30,14:50,08:30,14:50,08:30,13:10,,,,,,,,,,,,,08:30,13:10,08:30,14:50,08:30,14:50,,,,,,,,,,,,,,,,,,,No
SE-00002488,PR-00001275,"Ida Standley Preschool","Department of Education and Training","Centre-Based Care","15 Parke Crescent","THE GAP",NT,0870,0889521040,0889532912,,37,01/01/2012,"Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Sep 2021","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Aug 2016",,"May 2025",No,Yes,No,No,No,No,No,8:00,14:30,8:00,14:30,8:00,14:30,8:00,14:30,8:00,14:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00002489,PR-00001275,"Jabiru Area Preschool","Department of Education and Training","Centre-Based Care","40 Waterhouse Rd",JABIRU,NT,0886,"(08) 8938 3333","(08) 89 38 3344",,26,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Dec 2021","Exceeding NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Nov 2017",,"July 2025",No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,08:30,14:50,08:30,14:50,08:30,14:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00002490,PR-00001292,"Jabiru Child Care Centre","West Arnhem Regional Council","Centre-Based Care","West Arnhem Regional Council, Thorne Street",JABIRU,NT,0886,0412132861,,"For this waiver to apply, the approved provider must ensure that an educator that holds a diploma level education and care qualification or higher is contactable if required at all times the service is educating and caring for children. For the waiver for regulation 126 to apply, you are permitted to have only one less qualified educator than required to meet the regulation.",59,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Dec 2021","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jan 2017",,"July 2025",Yes,No,No,No,No,No,No,0730,1700,0730,1700,0730,1700,0730,1700,0730,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
