ServiceApprovalNumber,"Provider Approval Number",ServiceName,ProviderLegalName,ServiceType,ServiceAddress,Suburb,State,Postcode,Phone,Fax,"Conditions on Approval",NumberOfApprovedPlaces,ServiceApprovalGrantedDate,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,RatingsIssued,PreviousQualityArea1Rating,PreviousQualityArea2Rating,PreviousQualityArea3Rating,PreviousQualityArea4Rating,PreviousQualityArea5Rating,PreviousQualityArea6Rating,PreviousQualityArea7Rating,PreviousOverallRating,PreviousRatingsIssued,"Last Service Approval Transfer Date","Last Visit Date","Long Day Care","Preschool/Kindergarten - Part of a School","Preschool/Kindergarten - Stand alone","Outside school Hours Care - After School","Outside school Hours Care - Before School","Outside school Hours Care - Vacation Care",Other,"Annual Monday Start Time","Annual Monday End Time","Annual Tuesday Start Time","Annual Tuesday End Time","Annual Wednesday Start Time","Annual Wednesday End Time","Annual Thursday Start Time","Annual Thursday End Time","Annual Friday Start Time","Annual Friday End Time","Annual Saturday Start Time","Annual Saturday End Time","Annual Sunday Start Time","Annual Sunday End Time","School Terms Only Session 1 Monday Start Time","School Terms Only Session 1 Monday End Time","School Terms Only Session 1 Tuesday Start Time","School Terms Only Session 1 Tuesday End Time","School Terms Only Session1 Wednesday Start Time","School Terms Only Session1 Wednesday End Time","School Terms Only Session1 Thursday Start Time","School Terms Only Session1 Thursday End Time","School Terms Only Session 1 Friday Start Time","School Terms Only Session 1 Friday End Time","School Terms Only Session 1 Saturday Start Time","School Terms Only Session 1 Saturday End Time","School Terms Only Session1 Sunday Start Time","School Terms Only Session 1 Sunday End Time","School Terms Only Session 2 Monday Start Time","School Terms Only Session 2 Monday End Time","School Terms Only Session 2 Tuesday Start Time","School Terms Only Session 2 Tuesday End Time","School Terms Only Session 2 Wednesday Start Time","School Terms Only Session 2 Wednesday End Time","School Terms Only Session 2 Thursday Start Time","School Terms Only Session2 Thursday End Time","School Terms Only Session 2 Friday Start Time","School Terms Only Session 2 Friday End Time","School Terms Only Session 2 Saturday Start Time","School Terms Only Session 2 Saturday End Time","School Terms Only Session 2 Sunday Start Time","School Terms Only Session 2 Sunday End Time","Holiday Care Monday Start Time","Holiday Care Monday End Time","Holiday Care Tuesday Start Time","Holiday Care Tuesday End Time","Holiday Care Wednesday Start Time","Holiday Care Wednesday End Time","Holiday Care Thursday Start Time","Holiday Care Thursday End Time","Holiday Care Friday Start Time","Holiday Care Friday End Time","Holiday Care Saturday Start Time","Holiday Care Saturday End Time","Holiday Care Sunday Start Time","Holiday Care Sunday End Time","Temporarily Closed"
SE-00010090,PR-00005905,"East Ulverstone Outside School Hours Care","Central Coast Council","Centre-Based Care","18 Crawford Street",ULVERSTONE,TAS,7315,0364253505,0364257047,,60,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Oct 2020","Meeting NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Oct 2019",,"October 2025",No,No,No,Yes,No,Yes,No,,,,,,,,,,,,,,,14:45,18:00,14:45,18:00,14:45,18:00,14:45,18:00,14:45,18:00,,,,,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,,,,,07:30,17:50,07:30,17:50,07:30,17:50,07:30,17:50,07:30,17:50,,,,,No
SE-00010091,PR-00005890,"View Street Children's Centre","Ackar Pty Ltd","Centre-Based Care","1 View St","SANDY BAY",TAS,7005,0362238100,0364253599,,30,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Apr 2025","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jan 2021",,"March 2025",Yes,No,No,No,No,No,No,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00010094,PR-00005963,"Windsor Children's Centre","Duerinckx Enterprises Pty Ltd ATF Duerinckx Futures Family Trust","Centre-Based Care","Windsor Community Precinct, 1 Windsor Dr",RIVERSIDE,TAS,7250,0363271366,0364253599,,89,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Dec 2025","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Aug 2021",,"October 2025",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00010096,PR-00005974,"Warawyn Early Learning Centre","Waratah-Wynyard Council","Centre-Based Care","12 Exhibition Link",WYNYARD,TAS,7325,0364438380,"03 6443 8355",,60,01/01/2012,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jul 2025","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Oct 2019",,"May 2025",Yes,No,No,No,No,No,No,07:00,18:30,07:00,18:30,07:00,18:30,07:00,18:30,07:00,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00010097,PR-00005974,"Warawyn Wynyard After School and Holiday Program","Waratah-Wynyard Council","Centre-Based Care","Community Centre, Cnr Little Goldie St & Hogg St",WYNYARD,TAS,7325,"03 6443 8380","03 6443 8355",,45,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jun 2021","Exceeding NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Feb 2015",,"April 2025",No,No,No,Yes,No,Yes,No,,,,,,,,,,,,,,,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,,,,,14:30,18:00,14:30,18:00,14:30,18:00,14:30,18:00,14:30,18:00,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,No
SE-00010100,PR-00005936,"Lady Gowrie Education and Care - Youngtown Primary School OSHC","Lady Gowrie Tasmania Inc.","Centre-Based Care","Youngtown Primary School Cnr Napier & Victoria Street",YOUNGTOWN,TAS,7249,0438109367,,"The approved provider must ensure that a risk assessment and management plan is in place to ensure adequate supervision of children moving between the multi-purpose hall and the facilities located in Building 3. The approved provider must ensure that educators are aware of the risk assessment and management plan and implement it in practice. The approved provider must ensure that the maximum number of children attending the education and care service does not exceed 43 when the service only operates from the dance/drama and music rooms in Building 3.",45,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","May 2025","Working Towards NQS","Meeting NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Working Towards NQS","Jul 2019",01/07/2021,"July 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,07:00,08:30,07:00,08:30,07:00,08:30,07:00,08:30,07:00,08:30,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,No
SE-40002374,PR-40002166,"New Horizons Pre-school Learning Centre","N & NP Investments Pty Ltd ATF Panagakos N & N Family Trust","Centre-Based Care","57 Giblin St","LENAH VALLEY",TAS,7008,0362281500,0362281533,,25,12/08/2014,"Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Nov 2024","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Dec 2019",,"November 2025",Yes,No,No,No,No,No,No,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40002375,PR-00005958,"Spraoi Havenview","Spraoi Child Care Pty. Ltd.","Centre-Based Care","Marriott St",HAVENVIEW,TAS,7320,0364311000,0364312244,,42,18/07/2014,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Oct 2022","Working Towards NQS","Working Towards NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Working Towards NQS","Oct 2019",,"July 2025",No,No,No,Yes,Yes,Yes,No,14:45,18:00,14:45,18:00,14:45,18:00,14:45,18:00,14:45,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,,,,,No
SE-40021386,PR-00005928,"Discovery Early Learning Centres- Sorell","J & L Enterprises Pty Ltd","Centre-Based Care","23 Dubs and Co Drive",SORELL,TAS,7172,"6258 9100",,,191,10/06/2022,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jan 2025",,,,,,,,,,,"July 2025",Yes,No,No,Yes,Yes,Yes,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40021501,PR-00005904,"Ludo Early Learning - St Cuthbert's","CatholicCare Tasmania","Centre-Based Care","Ludo Early Learning -St Cuthbert's, 26 Corinna Rd",LINDISFARNE,TAS,7008,1300119455,0362086099,,24,29/08/2022,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","May 2024",,,,,,,,,,,"March 2025",Yes,No,No,No,No,No,Yes,,,,,,,,,,,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,No
SE-00017869,PR-00010227,"Arthur Street Early Learning","The Trustee for Sorell Child Care Trust","Centre-Based Care","18 ARTHUR ST",SORELL,TAS,7172,0417113333,,,60,21/10/2025,,,,,,,,,,,,,,,,,,,,"September 2025",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40006965,PR-00005946,"Hagley OSHC Service","Thrive Group Tasmania Inc","Centre-Based Care","Hagley Farm School, 2508 Meander Valley Road",HAGLEY,TAS,7292,0363922272,0363922221,,24,09/09/2016,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jul 2024","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Aug 2019",,"May 2025",No,No,No,Yes,No,Yes,No,,,,,,,,,,,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,,,,,,,,,,,,,,,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,,,,,No
SE-40009642,PR-00005896,"Calvin Christian Outside School Hours Care","Adventure Patch","Centre-Based Care","Calvin Christian Primary School, 35 Maranoa Rd",KINGSTON,TAS,7050,0362294914,0364253599,,30,27/07/2017,"Working Towards NQS","Working Towards NQS","Working Towards NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Working Towards NQS","Working Towards NQS","Feb 2025","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Sep 2019",24/04/2023,"November 2025",No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,14:45,18:15,14:45,18:15,14:45,18:15,14:45,18:15,14:45,18:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00017241,PR-00005904,"CatholicCare Children's Services - St Patrick's Outside School Hours Care","CatholicCare Tasmania","Centre-Based Care","ST PATRICKS SCHOOL, 55 BRADSHAW ST",LATROBE,TAS,7307,1300119455,,,45,02/04/2025,,,,,,,,,,,,,,,,,,,,"October 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,No
SE-00017270,PR-00005936,"Lady Gowrie Tasmania - West Launceston Outside School Hours Care","Lady Gowrie Tasmania Inc.","Centre-Based Care","WEST LAUNCESTON PRIMARY SCHOOL, 24-38 BASIN RD","WEST LAUNCESTON",TAS,7250,0363315106,,,55,10/04/2025,,,,,,,,,,,,,,,,,,,,"August 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:45,18:00,14:45,18:00,14:45,18:00,14:45,18:00,14:45,18:00,,,,,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,,,,,No
SE-00017343,PR-00005928,"Discovery Early Learning Centres- Legana OSHC","J & L Enterprises Pty Ltd","Centre-Based Care","4 OLD DAIRY WAY",LEGANA,TAS,7277,0408011502,,,45,24/01/2025,,,,,,,,,,,,,,,,,,,,"May 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,06:30,08:45,06:30,08:45,06:30,08:45,06:30,08:45,06:30,08:45,,,,,14:30,18:30,14:30,18:30,14:30,18:30,14:30,18:30,14:30,18:30,,,,,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,No
SE-40022924,PR-00005905,"Ulverstone Outside School Hours Care","Central Coast Council","Centre-Based Care","2 Leven Street",ULVERSTONE,TAS,7315,0364253505,0364251224,,40,08/02/2022,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Oct 2023",,,,,,,,,,,"December 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,14:50,18:00,14:50,18:00,14:50,18:00,14:50,18:00,14:50,18:00,,,,,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,,,,,07:30,17:50,07:30,17:50,07:30,17:50,07:30,17:50,07:30,17:50,,,,,No
SE-40023001,PR-40011040,"Moonah Uniting Outside School Hours Care","UNITING (VICTORIA AND TASMANIA) LIMITED","Centre-Based Care","40 Derwent Park Rd","DERWENT PARK",TAS,7018,0459790530,0364253599,,20,11/02/2022,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Dec 2023",,,,,,,,,,08/08/2024,"May 2025",No,No,No,Yes,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,,,,,14:45,18:00,14:45,18:00,14:45,18:00,14:45,18:00,14:45,18:00,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,Yes
SE-40019055,PR-40019068,"South Launceston Early Learning","CHURCHES OF CHRIST COMMUNITY CHILDCARE FOR MISSION LIMITED","Centre-Based Care","50 Glen Dhu St","SOUTH LAUNCESTON",TAS,7249,0367057058,,,94,11/02/2022,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Nov 2023","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Apr 2023",,"November 2024",Yes,No,No,No,No,No,No,6.:00,18:00,6.:00,18:00,6.:00,18:00,6.:00,18:00,6.:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SE-40019163,PR-00009657,"Howrah Sunrise Early Learning Centre","TAZZY EARLY LEARNING PTY LTD","Centre-Based Care","10, Ploughman Road",HOWRAH,TAS,7018,62406980,,,129,23/11/2021,"Working Towards NQS","Working Towards NQS","Working Towards NQS","Meeting NQS","Working Towards NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Apr 2023",,,,,,,,,,31/01/2025,"July 2025",Yes,No,No,No,No,No,No,06:30,18:30,06:30,14:00,06:30,14:00,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40019189,PR-00005904,"CatholicCare Children's Services - St Brigids Outside School Hours Care","CatholicCare Tasmania","Centre-Based Care","89 Montagu Street,","NEW NORFOLK",TAS,7140,1300119455,,,45,02/10/2020,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","May 2022",,,,,,,,,,,"December 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,14:45,18:00,14:45,18:00,14:45,18:00,14:45,18:00,14:45,18:00,,,,,06:45,08:45,06:45,08:45,06:45,08:45,06:45,08:45,06:45,08:45,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,No
SE-40019333,PR-00005908,"Clarence City Council - Alma Street OSHC","Clarence City Council","Centre-Based Care","19 Alma Street",BELLERIVE,TAS,7018,0362179610,,,45,21/06/2021,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Nov 2024",,,,,,,,,,,"December 2025",No,No,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,,,,,No
SE-40026828,PR-00005936,"Lady Gowrie - Penna Rd Education and Care Service","Lady Gowrie Tasmania Inc.","Centre-Based Care","136 Penna Rd","MIDWAY POINT",TAS,7171,0459714511,,"The approved provider must ensure that the temporary waiver of regulation 132(1) is only applied for a maximum of 2 days per week. The approved provider is required to ensure that a 3 monthly assessment of the trees on the fence line is completed and documented, to address any new tree growth and ensure it does not present footholds for children. 

 The approved provider is required to conduct a risk assessment and supervision plan at least annually that addresses educators awareness and strategies to ensure adequate supervision of children engaging with and around the trees adjacent to the fence line, to prevent children from using the trees in a manner to abscond from the premise.",30,01/09/2023,"Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Jun 2025",,,,,,,,,,,"April 2025",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40026910,PR-40029260,"Orenda Circle","ORENDA CIRCLE PTY LTD","Centre-Based Care","24 McKinly St","MIDWAY POINT",TAS,7171,0488279695,,"The approved provider is required to undertake a supervision risk assessment that informs the development of a supervision procedure to ensure adequate supervision of children in the main play area while an educator is changing nappies.

The approved provider is to ensure that all educators at the service have read, understand and implement the supervision procedure.

 The approved provider is required to explore options to increase vision from the nappy change bench into the play area and notify the regulatory authority of potential changes to increase vision by 1 July 2024.",17,02/05/2024,,,,,,,,,,,,,,,,,,,,"October 2025",Yes,No,No,No,No,No,No,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40026934,PR-00005946,"Riverside OSHC Service","Thrive Group Tasmania Inc","Centre-Based Care","1 Windsor Dr",RIVERSIDE,TAS,7250,0363411555,,"The approved provider is required to implement a supervision and risk management plan regarding the verandah adjacent to the indoor play space, to ensure that children are directly supervised while utilising this space, and that equipment is positioned in a manner that does not reduce the height of the balustrade. ",63,21/12/2023,"Meeting NQS","Meeting NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Oct 2025",,,,,,,,,,,"December 2025",No,No,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,No
SE-40026987,PR-40011040,"Bagdad Uniting Outside School Hours Care","UNITING (VICTORIA AND TASMANIA) LIMITED","Centre-Based Care","46 School Rd",BAGDAD,TAS,7030,,,,30,12/07/2023,"Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Oct 2025",,,,,,,,,,,"August 2025",No,No,No,Yes,No,Yes,No,,,,,,,,,,,,,,,14:45,18:00,14:45,18:00,14:45,18:00,14:45,18:00,14:45,18:00,,,,,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,Yes
SE-40027040,PR-00005914,"Our Lady of Lourdes Outside School Hours Care","Devonport Child Care Centres Inc","Centre-Based Care","Our Lady of Lourdes School, 59-61 Stewart St",DEVONPORT,TAS,7310,0364246747,,,60,12/07/2023,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Sep 2025",,,,,,,,,,,"August 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,06:30,08:45,06:30,08:45,06:30,08:45,06:30,08:45,06:30,08:45,,,,,14:45,18:00,14:45,18:00,14:45,18:00,14:45,18:00,14:45,18:00,,,,,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,,,,,No
SE-40008863,PR-40010275,"New Horizons Preschool Battery Point","N. & N.P. INVESTMENTS PTY. LTD.","Centre-Based Care","5 Battery Sq","BATTERY POINT",TAS,7004,0362453335,,,60,03/02/2017,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Feb 2025","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jul 2018",,"October 2025",Yes,No,No,No,No,No,No,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40009006,PR-40009067,"Green Leaves Early Learning Bellerive","Green Leaves (TAS) Early Learning Centres Pty Ltd","Centre-Based Care","31 Gordons Hill Rd",BELLERIVE,TAS,7018,0362451553,,,116,20/10/2017,"Working Towards NQS","Working Towards NQS","Working Towards NQS","Working Towards NQS","Working Towards NQS","Working Towards NQS","Working Towards NQS","Working Towards NQS","May 2024","Working Towards NQS","Working Towards NQS","Working Towards NQS","Working Towards NQS","Working Towards NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Nov 2018",,"July 2025",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40024738,PR-00005947,"Perth Early Learning Centre","Northern Midlands Council","Centre-Based Care","2a Fore St",PERTH,TAS,7300,0438911303,,,86,23/05/2023,"Working Towards NQS","Working Towards NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Sep 2024",,,,,,,,,,,"August 2025",Yes,No,No,No,Yes,Yes,No,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,,,,,07:30,08:45,07:30,08:45,07:30,08:45,07:30,08:45,07:30,08:45,,,,,02:50,17:30,02:50,17:30,02:50,17:30,02:50,17:30,02:50,17:30,,,,,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,,,,,No
SE-00009863,PR-40001591,"1912 Child Care and Education Centre","JOMARK ENTERPRISES PTY LTD","Centre-Based Care","52 Steele St",DEVONPORT,TAS,7310,"03 6423 3885","03 6423 3887","The approved provider must ensure that the temporary waiver of regulation 133(1)(b) is only applied on the second ECT’s non-working day.",120,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Dec 2025","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jan 2020",21/02/2014,"October 2025",Yes,No,No,Yes,Yes,Yes,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,06:30,09:00,06:30,09:00,06:30,09:00,06:30,09:00,06:30,09:00,,,,,15:00,18:30,15:00,18:30,15:00,18:30,15:00,18:30,15:00,18:30,,,,,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,No
SE-00009865,PR-40003149,"Abacus Child Care Centre","ABACUS CHILD CARE PTY LTD","Centre-Based Care","Abacus Child Care Centre, 41 Bain Tce",TREVALLYN,TAS,7250,0363310982,0363348078,,30,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Feb 2024","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Aug 2018",20/04/2016,"September 2025",Yes,No,No,No,No,No,No,07.45,17.45,07.45,17.45,07.45,17.45,07.45,17.45,07.45,17.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00009866,PR-40003149,"Abacus Child Care Outside School Hours Care - Trevallyn","ABACUS CHILD CARE PTY LTD","Centre-Based Care","Trevallyn Primary School, 55 Gorge Rd",TREVALLYN,TAS,7250,"03 6331 0982","03 6334 8078",,45,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Sep 2024","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jun 2019",01/04/2015,"October 2025",No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,,,,,,,,,,,,,,,07:45,17:45,07:45,17:45,07:45,17:45,07:45,17:45,07:45,17:45,,,,,No
