"Provider Approval Number","Service Approval Number","Legal Name","Trading Name",Address,Suburb,State,Postcode,"Date Approval Granted",Conditions
PR-00010698,,"Emma Ghazavi","Emma Ghazavi","UNIT 31 74-76 MCLACHLAN AV",DARLINGHURST,NSW,2010,22/10/2025,
PR-00010700,,"KIDS CLUB EARLY CHILDHOOD CENTRES PTY LTD","KIDS CLUB EARLY CHILDHOOD CENTRES PTY LTD","PO BOX 7888",NORWEST,NSW,2153,13/05/2025,
PR-00010702,,"Macedon Ranges Montessori Inc.",,"PO BOX 105","RIDDELLS CREEK",VIC,3431,04/09/2025,
PR-00010703,,"JOEY CARE LEARNING PTY LTD","Joey Care Learning Pty Ltd","UNIT 2 4 MCLENNAN AV",RANDWICK,NSW,2031,03/06/2025,
PR-00010706,,"PINNACLE POPPETS PTY LTD ATF Pinnacle Poppets Unit Trust",,"THE GLADES PENINSULA,, 18 PENINSULA DR",ROBINA,QLD,4226,05/06/2025,
PR-00010707,,"WILDWOODS EARLY LEARNING PTY LTD ATF The Wildwoods Early Learning Unit Trust","Wildwoods early learning","156 PALMWOODS MONTVILLE RD",PALMWOODS,QLD,4555,08/07/2025,
PR-00010709,,"Jackson Kah Lim Lee",,"83 DAVIDSON AV",CONCORD,NSW,2137,20/08/2025,
PR-00010713,,"SEQ EARLY YEARS PTY LTD",,"UNIT 3 110 DURINGAN ST",CURRUMBIN,QLD,4223,22/05/2025,
PR-00010716,,"Geetika Sharma","Geetika Sharma","57 YVONNE ST","SEVEN HILLS",NSW,2147,29/10/2025,
PR-00010717,,"Michelle Stoppa",,"86 WOLLI AV",EARLWOOD,NSW,2206,12/08/2025,
PR-00010720,,"CORYMBIA EDUCATION PTY LTD","Corymbia Early Learning Centre","THE GALLERY, UNIT 8 40 MORT ST",BRADDON,ACT,2612,15/07/2025,
PR-00010723,,"ASPIRE EARLY LEARNING & KINDERGARTEN TARNEIT PLACE PTY LTD","Aspire Early Education & Kindergarten Tarneit Place","627 CHAPEL ST","SOUTH YARRA",VIC,3141,05/06/2025,
PR-00010725,,"ASPIRE EARLY EDUCATION & KINDERGARTEN HUNTLY PTY LTD","ASPIRE EARLY EDUCATION & KINDERGARTEN HUNTLY","627 CHAPEL ST","SOUTH YARRA",VIC,3141,05/06/2025,
PR-00010727,,"ASPIRE EARLY EDUCATION & KINDERGARTEN ROCKBANK VILLAGE PTY LTD","ASPIRE EARLY EDUCATION & KINDERGARTEN ROCKBANK VILLAGE","627 CHAPEL ST","SOUTH YARRA",VIC,3141,05/06/2025,
PR-00010728,,"ASPIRE EARLY EDUCATION & KINDERGARTEN UNITY PARK, TARNEIT PTY LTD","ASPIRE EARLY EDUCATION & KINDERGARTEN UNITY PARK, TARNEIT","627 CHAPEL ST","SOUTH YARRA",VIC,3141,05/06/2025,
PR-00010729,,"ASPIRE EARLY EDUCATION & KINDERGARTEN MICKLEHAM PTY LTD","ASPIRE EARLY EDUCATION & KINDERGARTEN MICKLEHAM","627 CHAPEL ST","SOUTH YARRA",VIC,3141,05/06/2025,
PR-00010730,,"ASPIRE EARLY EDUCATION & KINDERGARTEN COCKATOO PTY LTD","ASPIRE EARLY EDUCATION & KINDERGARTEN COCKATOO","627 CHAPEL ST","SOUTH YARRA",VIC,3141,05/06/2025,
PR-00010731,,"ASPIRE EARLY EDUCATION & KINDERGARTEN LYNDARUM ESTATE, WOLLERT PTY LTD","ASPIRE EARLY EDUCATION & KINDERGARTEN LYNDARUM ESTATE, WOLLERT","627 CHAPEL ST","SOUTH YARRA",VIC,3141,05/06/2025,
PR-00010732,,"ASPIRE EARLY EDUCATION & KINDERGARTEN WEIR VIEWS PTY LTD","ASPIRE EARLY EDUCATION & KINDERGARTEN WEIR VIEWS","627 CHAPEL ST","SOUTH YARRA",VIC,3141,05/06/2025,
PR-00010733,,"Janelle Maree Rapley","Mrs Janelle Rapley","20 RUSH CT",MULLUMBIMBY,NSW,2482,26/09/2025,
PR-00010734,,"ACTIVE PLAY PTY LTD","Active Play PTY LTD","5 COLE AV","BAULKHAM HILLS",NSW,2153,08/08/2025,
PR-00010737,,"INTELLIBRAINS PTY LTD","MindChamps Early Learning @ Samson","6 RIGA CR",WILLETTON,WA,6155,29/05/2025,
PR-00010738,,"BRIGHT BEGINNINGS LEARNING CENTRE WANGARATTA PTY LTD","BRIGHT BEGINNINGS LEARNING CENTRE WANGARATTA PTY LTD","8 MIMOSA ST",BEXLEY,NSW,2207,11/08/2025,
PR-00010741,,"LITTLE SEED ENTERPRISES PTY LTD",,"UNIT A404 147 GREAT WESTERN HWY","MAYS HILL",NSW,2145,30/06/2025,
PR-00010751,,"NORTHSTAR VENTURES AUSTRALIA PTY LTD",,"61 REDDEN DR",KELLYVILLE,NSW,2155,20/06/2025,
PR-00010752,,"FOR CHILDREN PTY LTD",,"6 KAMAROOKA AV","WEST PENNANT HILLS",NSW,2125,08/09/2025,
PR-00010756,,"Emily Candy",,"17 BAREENA PL",MARSFIELD,NSW,2122,14/10/2025,
PR-00010758,,"Arika Eschoo","Gaya Family Day Care Scheme","2A ASTLEY PL","EDENSOR PARK",NSW,2176,18/06/2025,
PR-00010759,,"ST MARYS CHILDCARE PTY LTD","St Marys Montessori Academy","PO BOX 176","SUMMER HILL",NSW,2130,27/06/2025,
PR-00010762,,"Alypex PTY LTD ATF G S Chana Family Trust","Alypex PTY LTD ATF G S Chana Family Trust","68 KALYANG LOOP",BYFORD,WA,6122,11/07/2025,
PR-00010763,,"STEP ABOVE EDUCATION PTY LTD","Step Above Education","6-12 LOMBOK CT","TAMBORINE MOUNTAIN",QLD,4272,03/06/2025,
PR-00010767,,"MANLY VALE KINDY CO PTY LTD","Mosman ELC","4 WINGADEE ST","LANE COVE NORTH",NSW,2066,10/06/2025,
PR-00010768,,"THE LITTLE COLLEGE PTY LTD","The Little College","4 COOMA ST",WANNEROO,WA,6065,29/05/2025,
PR-00010769,,"A HOBAN & A REID PTY LTD","A HOBAN & A REID PTY LTD","8 TUMPOA ST",WHITEBRIDGE,NSW,2290,28/05/2025,
PR-00010770,,"LEADING EDUCATIONAL ENTERPRISES LTD","Silkwood School","SILKWOOD SCHOOL, 39 SHEPHERD HILL LANE","MOUNT NATHAN",QLD,4211,15/07/2025,
PR-00010772,,"BLOSSOM EARLY LEARNING PTY LTD","Blossom Early Learning Footscray","28 BUCKLAND AV",NEWTOWN,VIC,3220,27/06/2025,
PR-00010783,,"WINSTON HILLS CHILDCARE PTY LTD","Winston Hills Montessori Academy","PO BOX 176","SUMMER HILL",NSW,2130,27/06/2025,
PR-00010784,,"VIGAMA EARLY LEARNING PTY LTD",,"50A COUNTY DR",CHERRYBROOK,NSW,2126,31/07/2025,
PR-00010785,,"DECEPTION BAY EARLY LEARNING CENTRE PTY LTD","Bay Explorers Early Learning","35 EXMOUTH ST",TOOWONG,QLD,4066,30/04/2025,
PR-00010787,,"Kinder Blossoms Pty Ltd",,"40 ROCKLEA CR",ELLENBROOK,WA,6069,11/08/2025,
PR-00010788,,"HERVEY BAY EARLY LEARNING PTY LTD","Bay Explorers Early Learning","35 EXMOUTH ST",TOOWONG,QLD,4066,30/04/2025,
PR-00010789,,"HERVEY BAY EARLY LEARNING (URRAWEEN) PTY LTD",,"35 EXMOUTH ST",TOOWONG,QLD,4066,30/04/2025,
PR-00010791,,"Cameron Grove ELC Pty Ltd","Cameron Grove ELC","105/345 Pacific Highway",Lindfield,NSW,2070,02/06/2025,
PR-00010792,,"Elk Early Learning and Kindergarten Pty Ltd As Trustee For Elk Unit Trust","ELK Early Learning and Kindergarten","165 HEAGNEY CR",CHISHOLM,ACT,2905,04/08/2025,
PR-00010796,,"EVERYCARE CO. PTY LTD","Wiselume Early Learning","237 HECTOR ST",SEFTON,NSW,2162,28/10/2025,
PR-00010797,,"BABYMONSTER PTY LTD",,"1B KAREN CT","BAULKHAM HILLS",NSW,2153,18/07/2025,
PR-00010801,,"MAITLAND ELC PTY LTD","Maitland ELC","50 KEN TUBMAN DR",MAITLAND,NSW,2320,02/06/2025,
PR-00010803,,"IMAGINE NEXT PTY LTD.","IMAGINE NEXT HOLDINGS PTY LTD.","61 JENNINGS ST",MATRAVILLE,NSW,2036,23/09/2025,
PR-00010810,,"AOE HS PTY LTD ATF AOE HS Trust",,"6 BRUNTON CR",MULGRAVE,VIC,3170,12/07/2025,
PR-00010820,,"Michael Xavier Charles Gidley",,"PO BOX 2527","MOUNT WAVERLEY",VIC,3149,18/11/2025,"Prior to applying for service approval or transfer, the person with management or control of the approved provider must undertake professional development in Quality Area 7 Governance and Leadership and the Child Safe Standards. 
•	The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development.
•	The Department must be provided with proof of completion of the professional development within 7 days of completion."
PR-00010822,,"CHD CHILD CARE PTY LTD","CHD CHILD CARE PTY LTD","15 ROMA VSTA",ELLENBROOK,WA,6069,11/07/2025,
PR-00010825,,"Caroline Munokoatihau Marsters","CLEVER KOALAS EARLY LEARNING","1 MCCRAE CT",MAUDSLAND,QLD,4210,18/06/2025,
PR-00010836,,"ASPIRE EARLY EDUCATION & KINDERGARTEN GOOGONG PTY LTD","ASPIRE EARLY EDUCATION & KINDERGARTEN GOOGONG","627 CHAPEL ST","SOUTH YARRA",VIC,3141,15/07/2025,
PR-00005885,,"Woden Valley Child Care Centre Association Inc.","Woden Valley Child Care Centre Association Inc.","PO Box 1300",WODEN,ACT,2606,01/01/2012,
PR-00005886,,"World of Learning Acquisitions Pty Ltd","Gold Creek World of Learning","PO Box 515","VARSITY LAKES",QLD,4227,01/01/2012,
PR-00005888,,"Young Men's Christian Association of Canberra Ltd","Young Men's Christian Association of Canberra Ltd","U 6  25 Geils Ct",DEAKIN,ACT,2600,15/03/2012,
PR-00005890,,"Ackar Pty Ltd","Ackar Pty Ltd","PO Box 70",ULVERSTONE,TAS,7315,01/01/2012,
PR-00005892,,"Alison Le Bis","Sandy Bay Child Care Centre","PO Box 972","SANDY BAY",TAS,7005,01/01/2012,
PR-00005894,,"BK & LR Wooldrage trading as Giggles Early Learning","BK & LR Wooldrage","19 Smith Street",SMITHTON,TAS,7330,01/01/2012,
PR-00005896,,"Adventure Patch","Adventure Patch","PO Box 64","BLACKMANS BAY",TAS,7052,01/01/2012,
PR-00005898,,"Brighton Family Day Care Pty Ltd","Brighton Family Day Care Pty Ltd","U 2  2 Mansell Ct","SANDY BAY",TAS,7005,01/01/2012,
PR-00005903,,"Catholic Education Centre","St Patrick's Child Care Services","PO Box 102","NORTH HOBART",TAS,7002,01/01/2012,
PR-00005904,,"CatholicCare Tasmania","Centacare Tasmania Child Care Services","GPO Box 62",HOBART,TAS,7001,01/01/2012,
PR-00005905,,"Central Coast Council","Central Coast Council","PO Box 220",ULVERSTONE,TAS,7315,01/01/2012,
PR-00005907,,"Circular Head Children's Services Incorporated","Circular Head Children's Services Inc.","1 Margaret Street",SMITHTON,TAS,7330,01/01/2012,
PR-00005908,,"Clarence City Council","Clarence City Council","PO Box 96","ROSNY PARK",TAS,7018,01/01/2012,
PR-00005909,,"Coastal Family Day Care Scheme Inc","Coastal Family Day Care Scheme Inc","34 Wragg St",SOMERSET,TAS,7322,01/01/2012,
PR-00005912,,"Cygnet Community Children's Centre Inc.,","Cygnet Community Children's Centre Inc.,","PO Box 14",CYGNET,TAS,7112,01/01/2012,
PR-00005913,,"Derwent Valley Council","New Norfolk Council","PO Box 595","NEW NORFOLK",TAS,7140,01/01/2012,
PR-00005914,,"Devonport Child Care Centres Inc","Devonport Child Care Centres Incorporated","32-36 Valley Road",DEVONPORT,TAS,7310,01/01/2012,
PR-00005915,,"DMP Child Care Assoc Inc.","DMP Child Care Assoc Inc.","87 Margaret Street",LAUNCESTON,TAS,7250,01/01/2012,
PR-00005916,,"Door of Hope Christian Church Inc.","Door of Hope Christian Church Inc.","50 Glen Dhu Street",LAUNCESTON,TAS,7250,01/01/2012,
PR-00005918,,"Exeter Child Care Centre Incorporated","Exeter Child Care Centre Inc.","12-18 Glen Ard Mohr Road",EXETER,TAS,7275,01/01/2012,
PR-00005921,,"Glenorchy City Council","Glenorchy City Council","PO Box 103",GLENORCHY,TAS,7010,01/01/2012,
PR-00005927,,"Huon Valley Council","Huon Valley Council","PO Box 210",HUONVILLE,TAS,7109,01/01/2012,
PR-00005928,,"J & L Enterprises Pty Ltd","Discovery Early Learning Centres","PO Box 39",ULVERSTONE,TAS,7315,01/01/2012,
PR-00005930,,"Karen Morgan","Playtime Sport","PO Box 266",CLAREMONT,TAS,7011,01/01/2012,
PR-00005931,,"Kidbiz Pty Ltd ATF Bennett Family Trust","Bagdad Childcare Centre","PO Box 220",BAGDAD,TAS,7030,01/01/2012,
PR-00005932,,"King Island Childcare and Early Learning Centre Inc.","King Island Childcare & Early Learning Centre Inc","PO Box 229, Currie","KING ISLAND",TAS,7256,01/01/2012,
PR-00005934,,"Kingston Beach Educational Care Inc","Kingston Beach Educational Care","46 Beach Road","KINGSTON BEACH",TAS,7050,01/01/2012,
PR-00005936,,"Lady Gowrie Tasmania Inc.","Lady Gowrie Tasmania","PO Box 422, Macquarie Street","SOUTH HOBART",TAS,7004,01/01/2012,
PR-00005937,,"Launceston Church Grammar School","Launceston Church Grammar School","PO Box 136",MOWBRAY,TAS,7248,01/01/2012,
PR-00005939,,"Lipscombe Child Care Services Inc","Lipscombe Child Care Services Inc","2 Lipscombe Avenue","SANDY BAY",TAS,7005,01/01/2012,
PR-00005940,,"Little Bee Early Years Learning and Child Care Centre Pty Ltd ATF The Little Bee","Little Bee Early Years Learning and Child Care Centre","5 Llanherne Drive",CAMBRIDGE,TAS,7170,01/01/2012,
PR-00005944,,"Mount Carmel College","Mount Carmel College","PO Box 217","SANDY BAY",TAS,7005,01/01/2012,
PR-00005946,,"Thrive Group Tasmania Inc","Thrive Group Tasmania Inc","PO Box 724","KINGS MEADOWS",TAS,7249,01/01/2012,
PR-00005947,,"Northern Midlands Council","Northern Midlands Council","PO Box 156",LONGFORD,TAS,7301,01/01/2012,
PR-00005951,,"Phoenix Children's Services Inc","Phoenix Children's Services Inc","223 CLARENCE ST",HOWRAH,TAS,7018,01/01/2012,
PR-00005953,,"Poss'M'agic Child Care Centre Inc","Poss'M'agic Child Care Centre Inc.","10 Groom Street","ST HELENS",TAS,7216,01/01/2012,
PR-00005954,,"Samarsu Pty Limited ATF THE WHITEFORD FAMILY TRUST","Samarsu Pty Limited ATF THE WHITEFORD FAMILY TRUST","PO Box 918","KINGS MEADOWS",TAS,7249,01/01/2012,
PR-00005955,,"Scotch Oakburn College","Scotch Oakburn College","Locked Bag 103","KINGS MEADOWS",TAS,7249,01/01/2012,
PR-00005956,,"Snug Primary School School Association","Snug Primary School Outside School Hours Care","PO Box 19",SNUG,TAS,7054,01/01/2012,
PR-00005958,,"Spraoi Child Care Pty. Ltd.","Spraoi Child Care","110 Wilson Street",BURNIE,TAS,7320,01/01/2012,
PR-00005961,,"St Michael's Collegiate School","St Michael's Collegiate School","PO Box  215","SANDY BAY",TAS,7006,01/01/2012,
PR-00005962,,"St Therese's Catholic School","St Therese's School","PO Box 431",MOONAH,TAS,7009,01/01/2012,
PR-00005963,,"Duerinckx Enterprises Pty Ltd ATF Duerinckx Futures Family Trust","Stepping Stones Children's Services","PO Box 70",ULVERSTONE,TAS,7315,01/01/2012,
PR-00005964,,"Stewart Child Care Services Inc","Stewart Child Care Services","PO Box 82",LAUNCESTON,TAS,7250,01/01/2012,
PR-00005965,,"Tasmanian Child Care Centres Pty Ltd","Tasmanian Child Care Centres Pty Ltd","8009b Vista Drive, Vista Drive",BENOWA,QLD,4217,01/01/2012,
PR-00005966,,"The Friends' School","The Friends' School Incorporated","The Friends' School, PO Box 42","NORTH HOBART",TAS,7002,01/01/2012,
PR-00005967,,"Hutchins School Board of Management","Hutchins School","The Hutchins School, 71 Nelson Rd","SANDY BAY",TAS,7005,01/01/2012,
PR-00005970,,"FEC PTY LTD as Trustee for Footprints Unit Trust","Footprints Educational Complex","25 Howe Street",BURNIE,TAS,7320,01/01/2012,
PR-00005972,,"Tiny Tacker's Children's Centre Pty Ltd","Tiny Tackers Children's Centre Pty Ltd","19 Clydesdale Avenue",GLENORCHY,TAS,7010,01/01/2012,
PR-00005973,,"Toddle Inn Child Care Centre Inc.","Toddle Inn Child Care Centre Inc","PO Box 125",DELORAINE,TAS,7304,01/01/2012,
PR-00005974,,"Waratah-Wynyard Council","Waratah/Wynyard Council","21 SAUNDERS ST",WYNYARD,TAS,7325,01/01/2012,
PR-00005975,,"Yaderef Pty Limited as Trustee for Fereday Family Trust No 2",YCCS,"56 Mountjoy Terrace",WYNNUM,QLD,4178,01/01/2012,
PR-00005976,,"Katherine East Child Care Centre Inc","Katherine East Child Care Centre","Po Box 1689",KATHERINE,NT,0851,01/07/2010,
PR-00005977,,"Aberfoyle Campus School OSHC Inc","Aberfoyle Campus Schools Outside School Hours Care Inc School of the Nativity","PO Box 433","FLAGSTAFF HILL",SA,5159,01/01/2012,
PR-00005978,,"Aberfoyle Hub Community Childrens Centre","Aberfoyle Hub Community Childrens Centre","Aberfoyle Hub Child Care Centr, 34 Taylors Rd","ABERFOYLE PARK",SA,5159,01/01/2012,
PR-00005979,,"Aberfoyle Hub Primary School Council Inc","Aberfoyle Hub Primary School Council Inc","Aberfoyle Hub Primary School/J, 29 Jeanette Cres","ABERFOYLE PARK",SA,5159,01/01/2012,
PR-00005981,,"Rose Park Community Childcare Inc","Rose Park Community Childcare Incorporated","22 Watson Avenue, Rose Park SA","ROSE PARK",SA,5067,01/01/2012,
PR-00005982,,"Adelaide Montessori Pty Ltd","Adelaide Montessori Pty Ltd","PO Box 515","VARSITY LAKES",QLD,4227,01/01/2012,
PR-00005983,,"Adelaide University Childcare Services Inc","Adelaide University Childcare Services Inc","C/- Waite Campus Children Centre, PMB1","GLEN OSMOND",SA,5064,01/01/2012,
PR-00005986,,"Alberton Primary School Council Inc","Alberton Primary School Council Inc","ALBERTON PRIMARY SCHOOL, 14 BROAD ST",QUEENSTOWN,SA,5014,01/01/2012,
PR-00005987,,"Aldgate Primary School Council Inc","Aldgate Primary School Council Inc","Aldgate Primary School, 3 Fairview Rd",ALDGATE,SA,5154,01/01/2012,
PR-00005988,,"Aldinga Beach Primary School","Aldinga Beach R-7 Governing Council","ALDINGA PRIMARY SCHOOL, 58 QUINLIVEN RD","ALDINGA BEACH",SA,5173,01/01/2012,
PR-00005989,,"Aldinga Community Children's Centre Management Committee","Aldinga Community Children's Centre Management Committee","ALDINGA COMMUNITY CHILD CARE C, 63 BUTTERWORTH RD","ALDINGA BEACH",SA,5173,01/01/2012,
PR-00005990,,"Allenby Gardens Primary School Council","Allenby Gardens Primary School Council","33 Barham St","ALLENBY GARDENS",SA,5009,01/01/2012,
PR-00005991,,"Allendale East Area School Council Inc","Allendale East Area School Council Inc","C/- Post Office","ALLENDALE EAST",SA,5291,01/01/2012,
PR-00005992,,"Angle Vale Primary School Council Inc","Angle Vale Primary School Council Inc","Heaslip Rd","ANGLE VALE",SA,5117,01/01/2012,
PR-00005993,,"Anglicare SA Inc","Anglicare SA Inc","AnglicareSA, 159 Port Rd",HINDMARSH,SA,5007,01/01/2012,
PR-00005994,,"Annesley College","Annesley College","28 Rose Terrace",WAYVILLE,SA,5034,01/01/2012,
PR-00005996,,"Ardtornish Primary School Council","Ardtornish Primary School Council","Ardtornish Primary School OSHC, 2 Saarinen Avenue","ST AGNES",SA,5097,01/01/2012,
PR-00005998,,"Athelstone Primary School Council Inc","Athelstone Primary School Council Inc","8 BROOKSIDE RD",ATHELSTONE,SA,5076,01/01/2012,
PR-00005999,,"Child Care Services Australia Pty Ltd","Ms Judith Mary Atkinson","267 Salisbury Highway","SALISBURY DOWNS",SA,5108,01/01/2012,
PR-00006000,,"B R & S L Morris Pty Ltd","B R & S L Morris Pty Ltd","24 Eastside Drive",MILDURA,VIC,3500,01/01/2012,
PR-00006001,,"Babthorpe Pty Ltd","Babthorpe Pty Ltd","C/- 8 Balfour Road",SPRINGFIELD,SA,5062,01/01/2012,
PR-00006002,,"Banksia Park School Council","Banksia Park School Council","1-5 Cottenham Road","BANKSIA PARK",SA,5091,01/01/2012,
PR-00006003,,"Cedars Montessori Pty Ltd","Cedars Montessori Preschool","PO Box 4036","TRANMERE NORTH",SA,5073,01/01/2012,
PR-00006004,,"Barmera Primary School Council Inc","Barmera Primary School Council Inc","1 Rumbold Drive",BARMERA,SA,5345,01/01/2012,
PR-00006005,,"Barossa Outside School Hours Care Service Inc","Barossa Outside School Hours Care Service Inc","PO Box 646",NURIOOTPA,SA,5355,01/01/2012,
PR-00006006,,"Belair Primary School Council","Belair Primary School Council","45-83 Main Rd",BELAIR,SA,5052,01/01/2012,
PR-00006007,,"Bellevue Heights Primary School Council","Bellevue Heights Primary School Council","Bellevue Heights Primary School, 7-19 Vaucluse Cres","BELLEVUE HEIGHTS",SA,5050,01/01/2012,
PR-00006008,,"Berri Primary School Council Inc","Berri Primary School Council Inc","11 Sultana Street",BERRI,SA,5343,01/01/2012,
PR-00006009,,"The Management Committee, Berri Regional Child Care Centre Inc","The Management Committee, Berri Regional Child Care Centre Inc","1b Fiedler St",BERRI,SA,5343,01/01/2012,
PR-00006010,,"Birdwood Primary School Council Inc","Birdwood Primary School Council Inc","1 Shannon Street",BIRDWOOD,SA,5234,01/01/2012,
PR-00006011,,"Black Forest Primary School Council Inc","Black Forest Primary School Council Inc","Black Forest Primary School, 679 South Rd","BLACK FOREST",SA,5035,01/01/2012,
PR-00006013,,"Blackwood Community Child Care Centre Inc.","Blackwood Community Child Care Centre Inc.","5 Bighton Pde",BLACKWOOD,SA,5051,01/01/2012,
PR-00006014,,"Blackwood Primary School Governing Council","Blackwood Primary School Governing Council","Blackwood Primary School, 4 Seymour St","EDEN HILLS",SA,5050,01/01/2012,
PR-00006015,,"Prospect North Primary School Council Inc","Blair Athol Primary School Council Inc","30 Stuart Road",PROSPECT,SA,5082,01/01/2012,
PR-00006016,,"BLAKEVIEW PRIMARY SCHOOL COUNCIL INC","Blakeview Primary School OSHC","Blakeview Primary School, 3 Omega Dr",BLAKEVIEW,SA,5114,01/01/2012,
PR-00006017,,"Blue Skies SA Pty Ltd","Blue Skies SA Pty Ltd","Blue Skies Care 17 Famechon Cres","MODBURY NORTH",SA,5092,01/01/2012,
PR-00006018,,"Blyth Primary School Council Inc","Blyth Primary School Council Inc","PO Box 18",BLYTH,SA,5462,01/01/2012,
PR-00006019,,"Braeview Primary School Council Inc","Braeview Primary School Council Inc","1 Montana Dr","HAPPY VALLEY",SA,5159,01/01/2012,
PR-00006021,,"Bridgewater Primary School  Council Inc","Bridgewater Primary School Council Inc","46 Morella Gr",BRIDGEWATER,SA,5155,01/01/2012,
PR-00006022,,"Brighton Primary School Council Inc (SA)","Brighton Primary School Council Inc (SA)","1 Highet Ave",BRIGHTON,SA,5048,01/01/2012,
PR-00006023,,"Brompton Primary School Council Inc","Brompton Primary School Council Inc","1 Napier St","RENOWN PARK",SA,5008,01/01/2012,
PR-00006025,,"Burnside Child Care Centre Pty Ltd for Taylor Family Trust","Burnside Child Care Centre Pty Ltd for Taylor Family Trust","362 Portrush Road",TUSMORE,SA,5065,01/01/2012,
PR-00006026,,"Burnside Primary School Council Inc","Burnside Primary School Council Inc","11 High St",BURNSIDE,SA,5006,01/01/2012,
PR-00006027,,"Burra Community School Council Inc","Burra Community School Council Inc","7 Bridge Terrace",BURRA,SA,5417,01/01/2012,
PR-00006028,,"Burton R-7 Primary School Council Inc","Burton R-7 Primary School Council Inc","3 ANNALISA CT","GULFVIEW HEIGHTS",SA,5096,01/01/2012,
PR-00006029,,"Burton Road Child Care and Early Learning Centre Pty Ltd",,"864 Heaslip Rd","MACDONALD PARK",SA,5121,01/01/2012,
PR-00006030,,"CHILDREN'S EDUCATIONAL CARE CENTRE (SA) PTY LTD",,"531 Glynburn Road","HAZELWOOD PARK",SA,5066,01/01/2012,
PR-00006031,,"Cafe Enfield Child Care Centre Inc","Cafe Enfield Child Care Centre Inc","17a Wilkins Street",ENFIELD,SA,5085,01/01/2012,
PR-40008476,,"Richard John Oyet","Generation Family Day Care","26 Mirthwood Dr",DREWVALE,QLD,4116,12/08/2016,
PR-40008482,,"Holiday Care Australia PTY LTD","Holiday Care Australia","12 King St","SOUTH PAMBULA",NSW,2549,15/08/2016,
PR-40008487,,"Kangaroo Consortium Pty Ltd ATF K & T Ma Trust","Cub Bee House Early Learning Centre","13 Ramsay Rd",PANANIA,NSW,2213,05/08/2016,
PR-40008494,,"MAK (QLD) Pty Ltd as Trustee for MAK Family Trust","Mak Family Trust","127 Ferny Way","FERNY HILLS",QLD,4055,08/09/2016,
PR-40008510,,"N.M Akon & M.A Kuany","Child Nurturing Family Day Care","9 Ella Ct","DARLING HEIGHTS",QLD,4350,31/08/2016,
PR-40008511,,"CPBASC PTY LTD","Child's Play Before and After School Care","2 Foxall Rd","NORTH KELLYVILLE",NSW,2155,25/08/2016,
PR-40008553,,"RCC Holdings (WA) Pty Ltd ATF the RCC Trust",,"54 Constellation Dr","OCEAN REEF",WA,6027,23/08/2016,
PR-40008582,,"The Trustee for Victorian OSHC Services Trust","Rangebank Primary School OSHC",,,,,29/08/2016,
PR-40008600,,"Khalil Bazzi ATF The Bazzi Family Trust","Khalil Bazzi ATF The Bazzi Family Trust","U 3  105 Hampden Rd",LAKEMBA,NSW,2195,26/07/2016,
PR-40008609,,"NQC Early Learning Pty. Ltd.",,"260 Charleton St",CHANDLER,QLD,4155,15/09/2016,
PR-40008611,,"Green Leaves (NSW4) Early Learning Centres Pty Ltd","GREEN LEAVES (NSW4) EARLY LEARNING CENTRES PTY LTD","U 3  8 Miller St",MURARRIE,QLD,4172,29/08/2016,
PR-40008612,,"Pines Academy Nominees Pty Ltd ATF The Pines Academy Family Trust","The Pines Academy","13-15 Macquarie Rd",INGLEBURN,NSW,2565,15/08/2016,
PR-40008613,,"GET SET GROW PTY LTD","GET SET GROW","23 Livingstone Road",LIDCOMBE,NSW,2141,31/08/2016,
PR-40008621,,"Bacchus Marsh Grammar","Bacchus Marsh Grammar","PO Box 214","BACCHUS MARSH",VIC,3340,02/12/2016,
PR-40008627,,"Mothers Kids Progress Family Day Care Pty Ltd","Mother Kids Progress Family Day Care","48 Hinterland Cres",ALGESTER,QLD,4115,14/10/2016,
PR-40008628,,"Marina Cottage Pty Ltd","Marina Cottage Pty Ltd","62 BUTTENSHAW DR",COLEDALE,NSW,2515,04/08/2016,
PR-40008645,,"WELS SCHOOL (WELLBEING. ENTREPRENEURSHIP. LEADERSHIP. SUSTAINABILITY) PTY LTD.","WELS School","U 5  2 Freeman St","HAWTHORN EAST",VIC,3123,12/12/2016,
PR-40008659,,"NURTURESCAPE PTY LTD",,,,,,25/08/2016,
PR-40008676,,"CBS Castle Hill Pty Ltd as Trustee for CBS Castle Hill Trust","Cherry Bridge Station Castle Hill","PO Box 62","WEST HOXTON",NSW,2171,10/08/2016,
PR-40008678,,"Ekaterina Shmelkova","HAPPY LITTLE CAMPERS EARLY CHILDHOOD LEARNING & DEVELOPMENT CENTRES","20 JENNER ST","LITTLE BAY",NSW,2036,01/08/2016,
PR-40008680,,"BETHANY CHRISTIAN SCHOOL INC","Bethany Christian School Inc","PO Box 2125","SALISBURY DOWNS",SA,5108,08/09/2016,
PR-40008681,,"Yan Tao & Zhongying Wu as Trustees for Tao and Wu Family Trust",,"6 Rholanda Cres",SPRINGWOOD,QLD,4127,02/05/2017,
PR-40008688,,"GEL AUSTRALIA PTY LTD","Gel Australia Pty Ltd","6 Zamia Way",GRACEMERE,QLD,4702,31/10/2016,
